OrderID,OrderDate,ProductID,RegionID,Quantity,UnitPrice,Revenue,Cost,OrderStatus
ORD-1369,2025-07-04,P004,R04,49,289.05,14163.45,10290,Completed
ORD-1370,2024-03-24,P009,R08,29,74.86,2170.94,1595,Completed
ORD-1371,2025-07-31,P002,R01,40,170.5,6820.0,4800,Completed
ORD-1372,2025-07-03,P003,R03,24,119.54,2868.96,2040,Completed
ORD-1373,2025-11-27,P004,R08,10,298.13,2981.3,2100,Completed
ORD-1374,2024-02-26,P008,R03,25,121.09,3027.25,2375,Completed
ORD-1375,2025-07-26,P008,R05,52,109.87,5713.24,4940,Completed
ORD-1376,2024-01-04,P004,R02,3,268.19,804.57,630,Completed
ORD-1377,2025-07-08,P001,R02,34,52.18,1774.12,1530,Completed
ORD-1378,2024-05-18,P007,R06,26,231.22,6011.72,4680,Pending
ORD-1379,2025-01-21,P007,R02,41,259.06,10621.46,7380,Completed
ORD-1380,2024-05-16,P006,R02,13,94.11,1223.43,845,Completed
ORD-1381,2024-05-10,P004,R01,50,242.93,12146.5,10500,Completed
ORD-1382,2025-11-20,P009,R07,55,69.51,3823.05,3025,Completed
ORD-1383,2025-04-16,P006,R03,19,78.43,1490.17,1235,Completed
ORD-1384,2024-04-25,P001,R07,36,62.09,2235.24,1620,Completed
ORD-1385,2024-01-17,P004,R04,4,247.86,991.44,840,Completed
ORD-1386,2025-09-04,P001,R04,61,52.35,3193.35,2745,Completed
ORD-1387,2025-07-06,P004,R01,10,273.25,2732.5,2100,Completed
ORD-1388,2025-08-12,P006,R06,16,80.63,1290.08,1040,Completed
ORD-1389,2025-11-07,P009,R04,43,68.21,2933.03,2365,Completed
ORD-1390,2025-08-28,P003,R07,36,110.39,3974.04,3060,Cancelled
ORD-1391,2025-10-20,P007,R06,63,229.48,14457.24,11340,Completed
ORD-1392,2025-01-20,P003,R08,15,119.41,1791.15,1275,Completed
ORD-1393,2025-12-25,P003,R08,8,112.09,896.72,680,Cancelled
ORD-1394,2025-07-24,P009,R03,28,67.26,1883.28,1540,Completed
ORD-1395,2025-10-24,P002,R08,34,141.33,4805.22,4080,Completed
ORD-1396,2024-07-14,P001,R05,24,60.84,1460.16,1080,Completed
ORD-1397,2024-03-15,P004,R04,27,254.66,6875.82,5670,Pending
ORD-1398,2024-11-06,P001,R04,18,64.74,1165.32,810,Completed
ORD-1399,2025-05-05,P004,R04,31,299.15,9273.65,6510,Completed
ORD-1400,2024-10-16,P007,R08,43,242.03,10407.29,7740,Completed
ORD-1401,2025-01-03,P009,R08,28,64.88,1816.64,1540,Cancelled
ORD-1402,2025-04-25,P006,R04,25,80.85,2021.25,1625,Completed
ORD-1403,2024-08-14,P003,R01,15,111.86,1677.9,1275,Completed
ORD-1404,2025-03-03,P005,R03,13,437.14,5682.82,4550,Completed
ORD-1405,2024-09-08,P008,R06,19,131.01,2489.19,1805,Completed
ORD-1406,2025-10-19,P008,R08,16,130.13,2082.08,1520,Completed
ORD-1407,2024-05-23,P009,R08,13,78.38,1018.94,715,Completed
ORD-1408,2025-10-19,P001,R01,8,64.51,516.08,360,Completed
ORD-1409,2024-01-07,P007,R03,33,219.5,7243.5,5940,Completed
ORD-1410,2024-01-10,P004,R08,20,245.31,4906.2,4200,Completed
ORD-1411,2025-09-23,P008,R08,3,109.44,328.32,285,Completed
ORD-1412,2024-01-13,P001,R05,28,64.95,1818.6,1260,Completed
ORD-1413,2025-12-15,P007,R03,12,256.57,3078.84,2160,Completed
ORD-1414,2024-09-03,P004,R05,26,258.34,6716.84,5460,Completed
ORD-1415,2025-01-17,P007,R08,34,220.13,7484.42,6120,Completed
ORD-1416,2024-11-03,P002,R01,9,152.59,1373.31,1080,Completed
ORD-1417,2025-05-02,P001,R01,52,54.06,2811.12,2340,Completed
ORD-1418,2025-03-20,P006,R02,34,92.67,3150.78,2210,Completed
ORD-1419,2025-12-09,P010,R08,30,162.96,4888.8,4200,Completed
ORD-1420,2024-10-14,P009,R01,15,78.57,1178.55,825,Completed
ORD-1421,2024-07-31,P010,R03,47,195.47,9187.09,6580,Completed
ORD-1422,2024-03-19,P005,R03,32,427.75,13688.0,11200,Completed
ORD-1423,2025-02-02,P009,R06,22,75.72,1665.84,1210,Completed
ORD-1424,2025-12-06,P002,R06,8,141.52,1132.16,960,Completed
ORD-1425,2024-03-18,P006,R07,18,75.33,1355.94,1170,Completed
ORD-1426,2025-04-06,P008,R04,24,125.01,3000.24,2280,Completed
ORD-1427,2024-07-09,P010,R07,6,193.43,1160.58,840,Completed
ORD-1428,2024-09-09,P002,R02,20,143.55,2871.0,2400,Completed
ORD-1429,2025-10-11,P003,R07,30,106.95,3208.5,2550,Completed
ORD-1430,2024-11-11,P008,R06,67,116.94,7834.98,6365,Completed
ORD-1431,2024-07-10,P007,R08,35,236.96,8293.6,6300,Completed
ORD-1432,2024-01-27,P002,R06,29,141.35,4099.15,3480,Completed
ORD-1433,2024-11-28,P007,R01,27,229.35,6192.45,4860,Completed
ORD-1434,2025-07-26,P004,R03,49,265.49,13009.01,10290,Completed
ORD-1435,2024-11-04,P005,R08,14,409.14,5727.96,4900,Completed
ORD-1436,2025-03-07,P005,R08,5,440.42,2202.1,1750,Pending
ORD-1437,2025-10-02,P008,R04,42,112.3,4716.6,3990,Completed
ORD-1438,2025-02-09,P006,R07,19,83.33,1583.27,1235,Completed
ORD-1439,2025-10-28,P010,R03,28,174.47,4885.16,3920,Pending
ORD-1440,2024-07-24,P008,R06,12,136.74,1640.88,1140,Cancelled
ORD-1441,2024-10-25,P008,R04,26,119.97,3119.22,2470,Completed
ORD-1442,2025-02-06,P006,R02,32,78.65,2516.8,2080,
ORD-1443,2024-07-03,P009,R01,45,70.87,3189.15,2475,Completed
ORD-1444,2025-03-24,P005,R02,27,473.16,12775.32,9450,Completed
ORD-1445,2024-11-06,P004,R05,59,251.21,14821.39,12390,Completed
ORD-1446,2025-01-21,P002,R08,36,155.25,5589.0,4320,Completed
ORD-1447,2025-06-02,P007,R01,30,244.89,7346.7,5400,Completed
ORD-1448,2025-08-31,P002,R02,16,161.67,2586.72,1920,Completed
ORD-1449,2025-10-24,P010,R01,52,202.31,10520.12,7280,Completed
ORD-1450,2025-02-13,P006,R07,6,74.96,449.76,390,Completed
ORD-1451,2025-06-06,P009,R04,36,69.42,2499.12,1980,Completed
ORD-1452,2025-11-26,P010,R03,37,202.9,7507.3,5180,Completed
ORD-1453,2024-10-29,P007,R02,10,251.89,2518.9,1800,Completed
ORD-1454,2024-12-22,P005,R06,43,484.85,20848.55,15050,Completed
ORD-1455,2024-12-22,P008,R02,42,129.83,5452.86,3990,Completed
ORD-1456,2024-03-09,P005,R01,39,414.58,16168.62,13650,Completed
ORD-1457,2025-10-25,P002,R03,67,146.78,9834.26,8040,Completed
ORD-1458,2024-06-12,P006,R07,32,79.27,2536.64,2080,Completed
ORD-1459,2024-07-07,P003,R07,25,98.49,2462.25,2125,Completed
ORD-1460,2024-07-21,P008,R07,24,109.38,2625.12,2280,Completed
ORD-1461,2024-10-12,P002,R02,43,144.73,6223.39,5160,Completed
ORD-1462,2025-04-13,P002,R05,45,169.05,7607.25,5400,Completed
ORD-1463,2025-10-16,P006,R07,56,82.4,4614.4,3640,Completed
ORD-1464,2024-12-26,P008,R03,62,129.37,8020.94,5890,Completed
ORD-1465,2025-09-21,P010,R02,56,166.63,9331.28,7840,Completed
ORD-1466,2024-11-08,P002,R03,33,162.96,5377.68,3960,Completed
ORD-1467,2025-03-04,P010,R03,37,177.12,6553.44,5180,Completed
ORD-1468,2025-10-12,P009,R03,51,66.0,3366.0,2805,Completed
ORD-1469,2024-07-10,P006,R08,38,75.8,2880.4,2470,Completed
ORD-1470,2024-01-10,P008,R03,11,132.48,1457.28,1045,Cancelled
ORD-1471,2025-06-01,P008,R07,54,123.26,6656.04,5130,Completed
ORD-1472,2025-03-30,P008,R03,6,125.36,752.16,570,Completed
ORD-1473,2024-08-13,P005,R01,16,426.11,6817.76,5600,Completed
ORD-1474,2025-04-13,P010,R08,38,182.45,6933.1,5320,Completed
ORD-1475,2024-10-01,P009,R06,43,76.82,3303.26,2365,Completed
ORD-1476,2025-03-27,P009,R04,28,64.94,1818.32,1540,Completed
ORD-1477,2024-09-10,P005,R01,33,430.1,14193.3,11550,Completed
ORD-1478,2024-03-30,P008,R02,14,115.23,1613.22,1330,Completed
ORD-1479,2025-12-06,P006,R07,19,86.76,1648.44,1235,Completed
ORD-1480,2024-07-30,P001,R06,34,55.54,1888.36,1530,Completed
ORD-1481,2024-11-27,P005,R05,51,430.57,21959.07,17850,Completed
ORD-1482,2025-11-26,P002,R03,77,166.28,12803.56,9240,Pending
ORD-1483,2024-10-10,P003,R03,20,101.48,2029.6,1700,Completed
ORD-1484,2024-09-10,P007,R08,12,238.18,2858.16,2160,Completed
ORD-1485,2025-02-28,P007,R08,5,241.22,1206.1,900,Completed
ORD-1486,2024-04-05,P007,R05,41,257.56,10559.96,7380,Completed
ORD-1487,2025-05-14,P006,R01,55,76.57,4211.35,3575,Cancelled
ORD-1488,2025-10-12,P006,R02,49,82.51,4042.99,3185,Cancelled
ORD-1489,2024-08-04,P008,R05,18,132.86,2391.48,1710,Completed
ORD-1490,2025-08-14,P003,R08,22,120.55,2652.1,1870,Completed
ORD-1491,2024-02-17,P002,R08,2,142.47,284.94,240,Completed
ORD-1492,2025-03-27,P008,R01,28,115.02,3220.56,2660,Completed
ORD-1493,2024-05-15,P005,R03,19,412.3,7833.7,6650,Completed
ORD-1494,2024-03-25,P006,R03,4,82.48,329.92,260,Completed
ORD-1495,2025-12-17,P004,R07,69,247.25,17060.25,14490,Completed
ORD-1496,2024-08-06,P008,R02,8,126.17,1009.36,760,Completed
ORD-1497,2025-03-31,P001,R01,44,56.39,2481.16,1980,Completed
ORD-1498,2025-03-08,P003,R08,5,103.59,517.95,425,Completed
ORD-1499,2024-04-14,P002,R06,22,169.72,3733.84,2640,Completed
ORD-1500,2024-05-16,P003,R02,35,112.11,3923.85,2975,Completed
ORD-1501,2024-06-17,P008,R06,50,115.32,5766.0,4750,Completed
ORD-1502,2025-02-25,P010,R08,12,164.64,1975.68,1680,Completed
ORD-1503,2024-05-06,P010,R07,24,201.46,4835.04,3360,Completed
ORD-1504,2024-05-23,P004,R05,43,246.81,10612.83,9030,Completed
ORD-1505,2025-09-06,P010,R05,58,162.13,9403.54,8120,Completed
ORD-1506,2024-11-04,P004,R04,66,266.18,17567.88,13860,Completed
ORD-1507,2024-09-02,P008,R07,9,116.12,1045.08,855,Completed
ORD-1508,2024-03-13,P009,R01,21,78.66,1651.86,1155,Completed
ORD-1509,2025-08-05,P007,R06,35,243.88,8535.8,6300,Completed
ORD-1510,2024-03-15,P001,R02,1,55.29,55.29,45,Completed
ORD-1511,2024-03-02,P007,R05,35,245.48,8591.8,6300,Completed
ORD-1512,2025-03-09,P007,R02,41,235.97,9674.77,7380,Completed
ORD-1513,2024-10-11,P002,R05,8,156.41,1251.28,960,Completed
ORD-1514,2024-06-08,P009,R06,28,72.93,2042.04,1540,Completed
ORD-1515,2025-10-27,P002,R05,63,153.75,9686.25,7560,Cancelled
ORD-1516,2024-09-01,P001,R04,7,64.23,449.61,315,Completed
ORD-1517,2025-09-18,P010,R01,26,188.98,4913.48,3640,Completed
ORD-1518,2024-06-28,P002,R01,49,142.94,7004.06,5880,Completed
ORD-1519,2025-05-23,P006,R05,13,82.0,1066.0,845,Completed
ORD-1520,2024-10-02,P002,R01,27,167.06,4510.62,3240,Completed
ORD-1521,2024-03-06,P005,R02,28,450.3,12608.4,9800,Completed
ORD-1522,2025-05-26,P010,R03,28,167.61,4693.08,3920,Completed
ORD-1523,2025-08-10,P002,R04,47,156.32,7347.04,5640,Completed
ORD-1524,2024-01-13,P004,R01,25,264.43,6610.75,5250,Pending
ORD-1525,2024-07-02,P001,R07,15,56.09,841.35,675,Completed
ORD-1526,2024-11-23,P005,R02,51,441.64,22523.64,17850,Completed
ORD-1527,2024-02-23,P003,R04,26,122.78,3192.28,2210,Cancelled
ORD-1528,2024-03-11,P008,R05,17,118.58,2015.86,1615,Completed
ORD-1529,2024-01-09,P006,R04,16,85.74,1371.84,1040,Completed
ORD-1530,2025-09-29,P004,R08,31,278.78,8642.18,6510,Completed
ORD-1531,2024-07-19,P009,R04,10,63.36,633.6,550,Completed
ORD-1532,2024-08-26,P009,R06,35,77.1,2698.5,1925,Completed
ORD-1533,2024-12-09,P001,R07,68,61.57,4186.76,3060,Completed
ORD-1534,2025-06-26,P004,R07,39,302.05,11779.95,8190,Cancelled
ORD-1535,2024-05-25,P005,R02,4,499.23,1996.92,1400,Completed
ORD-1536,2025-06-16,P007,R06,37,259.63,9606.31,6660,Completed
ORD-1537,2024-04-07,P009,R03,37,76.78,2840.86,2035,Completed
ORD-1538,2025-08-04,P001,R07,43,64.77,2785.11,1935,Completed
ORD-1539,2024-09-24,P006,R07,50,90.97,4548.5,3250,Completed
ORD-1540,2025-04-08,P005,R04,6,501.57,3009.42,2100,Completed
ORD-1541,2025-08-21,P002,R03,7,143.92,1007.44,840,Completed
ORD-1542,2025-02-20,P002,R06,12,154.27,1851.24,1440,Completed
ORD-1543,2024-05-02,P002,R03,45,148.95,6702.75,5400,Completed
ORD-1544,2025-09-09,P001,R04,27,53.75,1451.25,1215,Completed
ORD-1545,2024-12-30,P007,R01,62,223.14,13834.68,11160,Completed
ORD-1546,2024-06-27,P001,R07,31,59.26,1837.06,1395,Completed
ORD-1547,2024-04-06,P008,R02,9,112.71,1014.39,855,Completed
ORD-1548,2024-08-15,P003,R04,22,107.24,2359.28,1870,Completed
ORD-1549,2025-10-22,P002,R05,8,138.78,1110.24,960,Completed
ORD-1550,2025-10-23,P008,R03,9,135.04,1215.36,855,Completed
ORD-1551,2024-12-05,P002,R01,43,139.82,6012.26,5160,Pending
ORD-1552,2025-03-19,P007,R08,2,227.67,455.34,360,Completed
ORD-1553,2024-12-28,P004,R03,26,259.13,6737.38,5460,Completed
ORD-1554,2024-02-05,P010,R04,32,173.39,5548.48,4480,Completed
ORD-1555,2025-07-17,P008,R01,7,117.22,820.54,665,Completed
ORD-1556,2024-07-23,P009,R04,39,79.65,3106.35,2145,Completed
ORD-1557,2024-01-20,P007,R06,25,236.4,5910.0,4500,Completed
ORD-1558,2025-08-02,P009,R06,25,67.71,1692.75,1375,Completed
ORD-1559,2025-09-03,P004,R01,24,245.19,5884.56,5040,
ORD-1560,2025-06-26,P006,R04,14,76.7,1073.8,910,Completed
ORD-1561,2024-09-29,P009,R01,55,79.69,4382.95,3025,Completed
ORD-1562,2025-02-01,P006,R03,11,79.36,872.96,715,Completed
ORD-1563,2025-12-15,P006,R01,75,88.41,6630.75,4875,Pending
ORD-1564,2025-07-31,P003,R04,36,111.57,4016.52,3060,Completed
ORD-1565,2024-02-08,P002,R01,12,159.66,1915.92,1440,Completed
ORD-1566,2025-05-04,P001,R06,47,54.47,2560.09,2115,Completed
ORD-1567,2024-06-30,P006,R01,3,77.63,232.89,195,Completed
ORD-1568,2024-05-25,P002,R06,6,151.45,908.7,720,Pending
ORD-1569,2025-02-09,P010,R02,19,173.67,3299.73,2660,Completed
ORD-1570,2024-06-10,P007,R08,45,224.13,10085.85,8100,Completed
ORD-1571,2025-07-29,P010,R06,17,188.95,3212.15,2380,Completed
ORD-1572,2025-01-22,P005,R05,9,421.16,3790.44,3150,Completed
ORD-1573,2025-12-19,P010,R07,61,162.36,9903.96,8540,Completed
ORD-1574,2025-09-18,P004,R02,41,250.36,10264.76,8610,Completed
ORD-1575,2024-08-31,P006,R06,10,87.16,871.6,650,Cancelled
ORD-1576,2025-12-26,P006,R08,3,79.92,239.76,195,Completed
ORD-1577,2024-03-10,P006,R05,6,88.8,532.8,390,Completed
ORD-1578,2025-03-24,P007,R03,27,233.63,6308.01,4860,Completed
ORD-1579,2025-07-13,P007,R02,34,249.59,8486.06,6120,Completed
ORD-1580,2025-12-04,P004,R03,48,246.14,11814.72,10080,Completed
ORD-1581,2024-10-28,P001,R06,21,64.6,1356.6,945,Completed
ORD-1582,2024-06-23,P007,R03,50,211.05,10552.5,9000,Pending
ORD-1583,2024-04-05,P006,R08,42,75.35,3164.7,2730,Pending
ORD-1584,2024-06-17,P010,R07,12,163.25,1959.0,1680,Completed
ORD-1585,2024-07-13,P007,R05,41,222.2,9110.2,7380,Completed
ORD-1586,2024-02-20,P007,R08,8,209.94,1679.52,1440,Completed
ORD-1587,2024-03-30,P005,R08,11,412.68,4539.48,3850,Completed
ORD-1588,2025-10-15,P005,R02,44,491.1,21608.4,15400,Completed
ORD-1589,2025-02-11,P008,R08,37,116.8,4321.6,3515,Completed
ORD-1590,2025-01-31,P003,R06,23,107.17,2464.91,1955,Completed
ORD-1591,2024-09-26,P008,R08,19,115.7,2198.3,1805,Completed
ORD-1592,2024-03-04,P003,R02,5,114.79,573.95,425,Completed
ORD-1593,2025-02-27,P010,R04,31,163.56,5070.36,4340,Completed
ORD-1594,2025-06-19,P007,R08,45,254.61,11457.45,8100,Completed
ORD-1595,2024-03-21,P007,R01,28,237.85,6659.8,5040,Completed
ORD-1596,2025-08-08,P010,R03,8,200.87,1606.96,1120,Completed
ORD-1597,2024-06-20,P004,R04,10,244.19,2441.9,2100,Completed
ORD-1598,2025-11-30,P007,R04,65,214.99,13974.35,11700,Completed
ORD-1599,2024-11-23,P002,R02,35,158.03,5531.05,4200,Completed
ORD-1600,2024-10-09,P009,R08,2,76.23,152.46,110,Completed
ORD-1601,2025-06-19,P007,R02,33,215.08,7097.64,5940,Completed
ORD-1602,2025-08-19,P002,R02,37,166.06,6144.22,4440,Completed
ORD-1603,2025-07-02,P006,R07,19,82.22,1562.18,1235,Completed
ORD-1604,2025-09-15,P008,R01,16,117.1,1873.6,1520,Completed
ORD-1605,2025-09-15,P007,R01,34,255.04,8671.36,6120,Completed
ORD-1606,2024-08-31,P001,R08,16,63.86,1021.76,720,Completed
ORD-1607,2024-11-06,P005,R05,44,492.61,21674.84,15400,Completed
ORD-1608,2024-08-21,P003,R05,41,109.05,4471.05,3485,Completed
ORD-1609,2024-10-02,P007,R02,16,230.85,3693.6,2880,Pending
ORD-1610,2025-02-20,P008,R06,4,123.94,495.76,380,Completed
ORD-1611,2024-11-14,P009,R07,13,76.13,989.69,715,Completed
ORD-1612,2025-08-05,P001,R03,13,63.56,826.28,585,Completed
ORD-1613,2024-02-29,P004,R01,23,244.69,5627.87,4830,Completed
ORD-1614,2024-07-22,P005,R06,29,455.54,13210.66,10150,Completed
ORD-1615,2024-05-06,P001,R04,25,58.35,1458.75,1125,Completed
ORD-1616,2025-04-30,P010,R06,24,167.87,4028.88,3360,Completed
ORD-1617,2025-12-06,P002,R05,4,151.92,607.68,480,Completed
ORD-1618,2025-08-08,P004,R04,42,255.68,10738.56,8820,Completed
ORD-1619,2025-10-29,P007,R01,62,207.48,12863.76,11160,Pending
ORD-1620,2025-10-24,P003,R01,22,104.19,2292.18,1870,Completed
ORD-1621,2024-11-08,P005,R07,35,491.92,17217.2,12250,Completed
ORD-1622,2024-08-11,P008,R05,38,124.09,4715.42,3610,Completed
ORD-1623,2025-08-21,P002,R01,33,173.98,5741.34,3960,Cancelled
ORD-1624,2025-01-18,P009,R05,19,74.54,1416.26,1045,Completed
ORD-1625,2024-12-10,P005,R06,26,429.92,11177.92,9100,Completed
ORD-1626,2025-10-29,P005,R04,15,456.82,6852.3,5250,Completed
ORD-1627,2024-02-28,P010,R07,33,174.42,5755.86,4620,Completed
ORD-1628,2024-01-27,P008,R05,14,135.1,1891.4,1330,Completed
ORD-1629,2024-02-06,P010,R04,17,191.52,3255.84,2380,Completed
ORD-1630,2025-07-01,P008,R06,37,117.81,4358.97,3515,Completed
ORD-1631,2025-11-04,P009,R03,31,64.86,2010.66,1705,Completed
ORD-1632,2024-09-21,P009,R03,49,78.09,3826.41,2695,Completed
ORD-1633,2024-08-15,P006,R04,41,91.74,3761.34,2665,Completed
ORD-1634,2024-12-05,P006,R05,54,80.48,4345.92,3510,Completed
ORD-1635,2025-04-26,P001,R02,33,63.76,2104.08,1485,Completed
ORD-1636,2025-11-28,P007,R05,43,209.92,9026.56,7740,Completed
ORD-1637,2024-05-20,P004,R06,28,303.69,8503.32,5880,Completed
ORD-1638,2025-04-13,P003,R06,48,102.35,4912.8,4080,Completed
ORD-1639,2024-12-06,P003,R06,58,99.23,5755.34,4930,Completed
ORD-1640,2024-08-02,P003,R03,28,117.77,3297.56,2380,Completed
ORD-1641,2024-05-12,P010,R07,42,179.04,7519.68,5880,Completed
ORD-1642,2025-05-03,P007,R01,4,235.82,943.28,720,Completed
ORD-1643,2024-01-15,P006,R04,2,87.95,175.9,130,Completed
ORD-1644,2024-09-11,P004,R06,23,249.62,5741.26,4830,Completed
ORD-1645,2025-08-25,P005,R03,5,489.0,2445.0,1750,Completed
ORD-1646,2024-10-24,P008,R06,34,134.56,4575.04,3230,
ORD-1647,2024-12-16,P008,R06,70,114.62,8023.4,6650,Pending
ORD-1648,2025-02-17,P001,R04,13,61.57,800.41,585,Completed
ORD-1649,2024-01-23,P010,R03,7,176.4,1234.8,980,Completed
ORD-1650,2024-02-08,P007,R05,27,240.65,6497.55,4860,Completed
ORD-1651,2024-02-19,P002,R01,3,162.83,488.49,360,Completed
ORD-1652,2025-01-24,P002,R05,29,163.27,4734.83,3480,Completed
ORD-1653,2025-12-03,P001,R05,45,60.68,2730.6,2025,Completed
ORD-1654,2024-10-03,P010,R03,33,195.89,6464.37,4620,Completed
ORD-1655,2025-09-24,P002,R05,11,166.25,1828.75,1320,Completed
ORD-1656,2025-09-15,P004,R05,44,302.81,13323.64,9240,Completed
ORD-1657,2025-02-23,P005,R03,3,460.05,1380.15,1050,Pending
ORD-1658,2025-12-05,P008,R06,27,109.33,2951.91,2565,Completed
ORD-1659,2024-04-23,P010,R08,9,200.88,1807.92,1260,Completed
ORD-1660,2024-03-17,P002,R05,36,146.32,5267.52,4320,Cancelled
ORD-1661,2024-10-30,P005,R08,6,412.98,2477.88,2100,Completed
ORD-1662,2024-02-10,P005,R06,33,435.33,14365.89,11550,Completed
ORD-1663,2024-04-07,P001,R01,9,60.71,546.39,405,Completed
ORD-1664,2025-01-01,P008,R05,44,111.9,4923.6,4180,Completed
ORD-1665,2024-07-06,P002,R07,25,172.64,4316.0,3000,Completed
ORD-1666,2025-01-29,P008,R07,39,134.5,5245.5,3705,Completed
ORD-1667,2024-05-15,P001,R03,8,57.37,458.96,360,Completed
ORD-1668,2025-08-05,P008,R03,40,120.07,4802.8,3800,Completed
ORD-1669,2024-01-30,P003,R08,26,100.63,2616.38,2210,Completed
ORD-1670,2024-02-17,P002,R05,32,149.31,4777.92,3840,Completed
ORD-1671,2025-11-25,P009,R04,68,77.66,5280.88,3740,Completed
ORD-1672,2025-12-05,P010,R02,46,188.79,8684.34,6440,Completed
ORD-1673,2024-12-20,P007,R03,51,255.17,13013.67,9180,Completed
ORD-1674,2024-01-12,P003,R08,26,119.92,3117.92,2210,Completed
ORD-1675,2025-05-18,P006,R04,26,93.67,2435.42,1690,Completed
ORD-1676,2024-08-16,P009,R07,22,76.73,1688.06,1210,Completed
ORD-1677,2025-03-30,P010,R08,6,196.98,1181.88,840,Completed
ORD-1678,2024-05-01,P008,R01,8,120.75,966.0,760,Completed
ORD-1679,2025-07-16,P001,R02,43,64.75,2784.25,1935,Completed
ORD-1680,2025-06-04,P009,R04,51,74.33,3790.83,2805,Cancelled
ORD-1681,2025-01-07,P001,R04,28,56.23,1574.44,1260,Completed
ORD-1682,2025-09-06,P008,R06,59,122.15,7206.85,5605,Completed
ORD-1683,2025-11-05,P004,R01,35,263.87,9235.45,7350,Completed
ORD-1684,2024-10-25,P009,R06,55,65.0,3575.0,3025,Completed
ORD-1685,2025-05-19,P003,R07,9,104.23,938.07,765,Completed
ORD-1686,2024-05-03,P007,R04,31,251.53,7797.43,5580,Completed
ORD-1687,2024-12-12,P002,R07,5,171.36,856.8,600,Completed
ORD-1688,2025-08-25,P002,R08,30,161.7,4851.0,3600,Cancelled
ORD-1689,2024-05-17,P008,R01,35,130.23,4558.05,3325,Completed
ORD-1690,2025-03-19,P010,R08,33,193.81,6395.73,4620,Pending
ORD-1691,2025-12-09,P010,R03,77,195.24,15033.48,10780,Completed
ORD-1692,2025-11-04,P010,R06,52,198.02,10297.04,7280,Completed
ORD-1693,2025-09-15,P004,R05,34,302.21,10275.14,7140,Cancelled
ORD-1694,2025-04-08,P003,R03,28,113.11,3167.08,2380,Completed
ORD-1695,2025-06-08,P005,R06,56,479.87,26872.72,19600,Completed
ORD-1696,2024-08-10,P004,R04,34,286.51,9741.34,7140,Completed
ORD-1697,2025-11-19,P003,R03,52,111.58,5802.16,4420,Completed
ORD-1698,2025-12-28,P002,R06,59,155.29,9162.11,7080,Completed
ORD-1699,2025-11-14,P007,R05,45,250.65,11279.25,8100,Completed
ORD-1700,2024-01-26,P007,R03,4,243.19,972.76,720,Completed
ORD-1701,2024-06-13,P005,R05,11,490.64,5397.04,3850,Completed
ORD-1702,2024-10-29,P004,R01,28,292.78,8197.84,5880,Completed
ORD-1703,2025-11-22,P009,R04,76,73.93,5618.68,4180,Completed
ORD-1704,2025-06-07,P005,R01,31,443.19,13738.89,10850,Cancelled
ORD-1705,2025-12-02,P006,R01,3,89.25,267.75,195,Completed
ORD-1706,2025-03-29,P004,R06,48,278.57,13371.36,10080,Completed
ORD-1707,2024-07-20,P004,R05,28,252.68,7075.04,5880,Completed
ORD-1708,2024-07-10,P003,R02,24,98.79,2370.96,2040,Completed
ORD-1709,2024-09-27,P003,R03,42,119.32,5011.44,3570,Completed
ORD-1710,2025-04-22,P003,R01,11,121.43,1335.73,935,Completed
ORD-1711,2025-10-02,P010,R05,45,194.18,8738.1,6300,Completed
ORD-1712,2024-03-15,P006,R04,11,84.9,933.9,715,Completed
ORD-1713,2024-06-12,P007,R07,7,225.87,1581.09,1260,Completed
ORD-1714,2025-11-10,P006,R06,38,80.47,3057.86,2470,Cancelled
ORD-1715,2025-09-25,P009,R08,46,76.84,3534.64,2530,Cancelled
ORD-1716,2024-01-10,P002,R06,24,146.65,3519.6,2880,Completed
ORD-1717,2025-09-28,P004,R01,56,297.3,16648.8,11760,Completed
ORD-1718,2024-04-26,P007,R05,32,246.09,7874.88,5760,Completed
ORD-1719,2025-06-13,P006,R08,39,75.61,2948.79,2535,Completed
ORD-1720,2024-07-16,P006,R02,7,78.01,546.07,455,Cancelled
ORD-1721,2025-07-04,P009,R01,45,64.33,2894.85,2475,Completed
ORD-1722,2024-08-06,P007,R02,12,236.04,2832.48,2160,Completed
ORD-1723,2025-03-21,P002,R03,2,154.53,309.06,240,Completed
ORD-1724,2024-03-30,P002,R01,11,166.59,1832.49,1320,Completed
ORD-1725,2025-08-11,P004,R05,27,265.95,7180.65,5670,Completed
ORD-1726,2025-03-19,P006,R01,25,87.88,2197.0,1625,Completed
ORD-1727,2025-10-18,P010,R02,69,192.33,13270.77,9660,Completed
ORD-1728,2024-03-15,P006,R02,17,90.09,1531.53,1105,Completed
ORD-1729,2024-03-29,P005,R08,22,443.99,9767.78,7700,Completed
ORD-1730,2025-04-30,P003,R04,10,116.79,1167.9,850,Completed
ORD-1731,2025-07-12,P005,R03,22,473.62,10419.64,7700,Pending
ORD-1732,2025-10-25,P006,R01,51,91.81,4682.31,3315,Completed
ORD-1733,2024-02-12,P001,R07,27,59.14,1596.78,1215,Completed
ORD-1734,2024-08-03,P006,R04,23,92.41,2125.43,1495,Completed
ORD-1735,2024-05-25,P003,R03,16,113.48,1815.68,1360,Completed
ORD-1736,2024-04-27,P003,R01,45,121.53,5468.85,3825,
ORD-1737,2025-04-17,P009,R02,20,74.33,1486.6,1100,Completed
